PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00eB8,4rb2/2p1q2k/p1Pp2p1/1p1Q3p/7P/2P2R2/PP4P1/1K6 b - - 1 34,f8h6 f3f7 h6g7 f7e7,1042,76,98,2064,advantage endgame fork short,https://lichess.org/KYL3UuaC/black#68,
00eC6,2kr4/1p3p2/1P6/Q1ppP3/3NnPqp/8/P5KP/2R1R3 w - - 1 29,g2h1 e4f2,988,128,83,19,master mate mateIn1 middlegame oneMove,https://lichess.org/Z0Kq2Ar8#57,
00eCY,8/6p1/5p1p/R5kP/2b3P1/1r3PK1/8/8 b - - 4 61,c4d5 a5d5 f6f5 d5f5,557,82,100,121,endgame hangingPiece mate mateIn2 short,https://lichess.org/LXHmo9rD/black#122,
00eGd,7R/8/p2kp3/2r4p/p4K2/6PP/P7/8 b - - 3 39,d6d5 h8h5 e6e5 h5e5,1241,76,92,2579,crushing endgame rookEndgame short,https://lichess.org/uwded1rg/black#78,
00eGy,8/6k1/pp2p3/3pPpp1/PPpP1n2/2P3KP/2R5/8 w - - 2 39,h3h4 f4h5 g3f2 g5g4,2270,77,81,126,advantage defensiveMove endgame short,https://lichess.org/6A7qLhc2#77,
00eIQ,r3k2r/1bBq1pbp/pp2pn2/8/3PP3/2NB4/PPP3PQ/2KR2N1 b kq - 0 15,d7d4 d3b5 a6b5 d1d4,1413,76,69,115,crushing discoveredAttack middlegame short,https://lichess.org/bGq8tHWT/black#30,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation
00eLW,8/8/3q3k/5Q2/4p3/4P2P/5pK1/8 w - - 0 42,f5f4 d6f4 e3f4 e4e3,1088,82,92,1205,crushing endgame queenEndgame short,https://lichess.org/jhaADLF2#83,
00eOw,r2r2k1/pp3pp1/5q1p/4p3/3p4/2N1P3/PPQ2P1R/2K4R w - - 0 25,e3d4 e5d4 c1b1 d4c3,1685,75,86,98,crushing middlegame short,https://lichess.org/QAjxFUBC#49,
00eQx,5r1k/R5bp/6p1/p2Bq3/p3P3/6PK/7P/4Q3 w - - 7 39,a7a5 e5h5 h3g2 h5f3,1233,75,98,668,crushing endgame short,https://lichess.org/fhgCrd1k#77,
00eSU,5r2/p2R4/1p3pk1/PQ4p1/4p1q1/4P1P1/6PK/8 w - - 3 34,a5b6 f8h8 h2g1 g4g3,1981,77,88,169,crushing deflection endgame short,https://lichess.org/RCXs5UcQ#67,
00eWz,4r1k1/p5bp/1q4p1/2pPrp2/1pP2N2/6PP/P4QB1/1R3RK1 w - - 2 25,f4e6 e5e6 d5e6 g7d4,1475,74,94,4582,advantage clearance master middlegame pin sacrifice short,https://lichess.org/T1YYoy2O#49,
00eak,4r1k1/5pp1/5n1p/P5r1/7q/1QP1p1PP/1P3P2/R3RBK1 w - - 0 27,g1h2 f6g4 h2g2 g4f2,1886,77,93,1442,crushing middlegame pin short,https://lichess.org/FQ3hbxjY#53,
00eix,2r1r1k1/pb2qpbp/1p1p1np1/4P3/3B1P2/1P3BP1/PQ1N3P/1R2R1K1 b - - 0 21,b7f3 e5f6 e7e1 b1e1 e8e1 g1f2,1443,77,83,1470,crushing fork long middlegame,https://lichess.org/g5Z6vAB2/black#42,
00euQ,r1b1k1nr/pppp1ppp/5q2/2b1n3/4P3/2N2N2/PPPP2PP/R1BQKB1R w KQkq - 0 6,f3e5 f6f2,1106,77,92,688,mate mateIn1 oneMove opening,https://lichess.org/srPCKrEj#11,Vienna_Gambit_with_Max_Lange_Defense Vienna_Gambit_with_Max_Lange_Defense_Other_variations
00f1D,r1bq2kr/1p2b1pp/p2pN3/4p3/2B1P3/5Q2/PP3PPP/2RR2K1 b - - 0 17,c8e6 c4e6,806,80,100,116,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/cl0wv5xF/black#34,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit
00f79,3r1rk1/1p2q1pp/p1b2n2/2p1p3/P1P1N2P/1P2QNP1/2PR1P2/2K4R w - - 2 19,e4f6 e7f6 h1d1 e5e4 c1b1 e4f3 d2d8 f8d8 d1d8 f6d8,2456,105,-3,17,crushing middlegame veryLong,https://lichess.org/g0EmQqUx#37,Sicilian_Defense Sicilian_Defense_Modern_Variations
00f99,6k1/p4p2/1p5R/3r2p1/1P2b1P1/P3B2P/5P2/6K1 w - - 1 35,h6h5 d5d1 g1h2 d1h1 h2g3 h1g1,1094,80,82,58,advantage endgame long,https://lichess.org/2eLSy15i#69,
00f9k,1b1r2k1/4pp1p/p1N3p1/1p6/8/PP2BN1P/6P1/6K1 b - - 0 27,d8c8 c6e7 g8f8 e7c8,855,90,86,76,crushing endgame fork short,https://lichess.org/IGibUvcX/black#54,
00fDM,3rrbk1/2p3R1/1p2q2Q/3p4/1P6/2B4P/6P1/3R2K1 b - - 0 33,f8g7 h6g7,1097,88,94,130,mate mateIn1 middlegame oneMove,https://lichess.org/sx01PyS8/black#66,
00fK0,r2q1r2/pp3pk1/2np1Np1/2pN1b2/2B4Q/3P4/PPP3PP/R5K1 b - - 1 17,f5e6 h4h7,816,90,94,205,mate mateIn1 middlegame oneMove,https://lichess.org/PSCBXZwl/black#34,Sicilian_Defense Sicilian_Defense_Closed
00fN2,r2qkb1r/pp2nppp/4p3/1N1pP3/8/4BQ1P/PP3PP1/R4RK1 b kq - 4 14,a7a6 b5d6 d8d6 e5d6,1089,78,100,77,advantage middlegame short,https://lichess.org/cdN4TcuY/black#28,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
00fN7,N1bk4/pp1p1R2/5bB1/4p3/4n3/8/PB2r3/2K5 b - - 5 24,e2f2 f7f8 d8e7 f8e8 e7d6 g6e4 f2b2 c1b2,2361,83,75,74,advantage fork middlegame veryLong,https://lichess.org/hpYXRUS4/black#48,
00fTw,r2qk2r/4bpp1/4pn1p/pp1pPb2/2p2P1B/P1P1P3/1P2B1PP/RN1Q1RK1 b kq - 0 13,f5b1 e5f6 e7f6 h4f6,1512,74,89,127,advantage middlegame short,https://lichess.org/Y5xbRkWE/black#26,Bird_Opening Bird_Opening_Dutch_Variation
00fVJ,8/5pkp/PQ4p1/4p3/RP1pP3/8/2rq1PPP/5BK1 w - - 0 36,b6b5 d2f2 g1h1 c2c1,1619,315,82,11,crushing endgame short,https://lichess.org/Y0F35PWK#71,
00fXd,8/Q5b1/p2kp3/1p2qpN1/1P6/P7/4nPP1/5K2 b - - 5 46,d6d5 a7c5,1521,78,91,861,endgame master mate mateIn1 oneMove,https://lichess.org/PkmRzeiI/black#92,
00fXf,6k1/5p2/3bbq2/p2p2pp/N2Pn3/P3PN1P/4BPP1/2Q3K1 w - - 0 31,a4c5 d6c5 d4c5 g5g4,2218,76,90,735,advantage middlegame short,https://lichess.org/1Sr4mXWb#61,
00fZM,5rk1/1q3r1p/3p2RQ/3p4/3B4/2P2P2/P5PP/6K1 b - - 0 30,h7g6 h6h8,947,78,96,2345,endgame mate mateIn1 oneMove,https://lichess.org/F6b275RM/black#60,
00fba,3r2k1/p3qp1p/6p1/P7/3r4/2Q4P/n4PP1/1RR2BK1 w - - 2 31,c3c7 d4d7 c7c5 a2c1 c5e7 d7e7,1983,74,95,4148,crushing long master middlegame,https://lichess.org/PuG50RPy#61,
00fgg,4r1k1/p4ppp/8/8/8/8/PP1b1PPP/K2R4 w - - 0 21,d1d2 e8e1 d2d1 e1d1,600,92,63,187,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/AjVJZKD1#41,
00fmc,1r1r2k1/2p3b1/p1q4p/3pP1pb/P2B1p2/1B3P2/1P4PP/R2QR1K1 w - - 7 29,e5e6 g7d4 d1d4 b8b3,1400,75,90,1425,advantage middlegame short,https://lichess.org/KIWMqJFV#57,
00ft3,8/p7/2R3p1/4Nnk1/2P4p/7K/Pr6/8 b - - 3 50,g5f4 e5d3 f4g5 d3b2,1264,79,86,826,crushing endgame fork short,https://lichess.org/CFT5b92o/black#100,
00fwM,Qn1qk2r/p4ppp/2p5/2bn4/4pPb1/2N5/PPPP2PP/R1B1KBNR w KQk - 1 9,h2h3 d8h4 g2g3 h4g3,1197,75,96,1279,mate mateIn2 opening short,https://lichess.org/REHlrlvo#17,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
00g2W,6k1/1q4p1/p2P2B1/8/5Q1P/6P1/P6K/4r3 w - - 5 36,f4f2 b7h1,726,94,47,38,endgame mate mateIn1 oneMove,https://lichess.org/QG0oodxm#71,
00g5t,5rk1/p1p3p1/bp2p2p/5p2/2qPB3/2P5/2Q2PPP/R4RK1 w - - 0 24,a1a4 c4f1,1246,104,76,45,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/aVCFv31r#47,
00gH0,3r2k1/6pp/8/5Q2/2pP4/2Pq2P1/5RKP/8 b - - 2 35,d3c3 f5f7 g8h8 f7f8 d8f8 f2f8,1369,88,82,789,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/vnNaoc4v/black#70,
00gNl,6k1/5R2/pp4p1/2p4p/7P/1P1r4/P3r1PK/5R2 b - - 0 38,d3d2 f7f8 g8h7 f1f7 h7h6 f8h8,831,88,96,362,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/JhG6365X/black#76,
00gSv,r2qk2r/1p5p/p2b1p2/3p1Q2/3Bn3/P3P2P/2P2PP1/RN2K1NR w KQkq - 1 16,f5d5 d6b4 a3b4 d8d5,1104,83,79,92,advantage discoveredAttack middlegame short,https://lichess.org/TKSc9fWZ#31,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
00gcY,3r2k1/5ppp/b3p3/3q4/3r4/p2PQP1P/3R1NPK/R7 w - - 0 35,a1a3 d5d6 h2h1 d6a3,1469,77,68,66,crushing fork middlegame short,https://lichess.org/m6ztJedJ#69,
00ghH,5r1k/6p1/1Q2pq1p/P4r2/3P4/2P1R3/6PP/4R1K1 w - - 1 39,d4d5 f5f1 e1f1 f6f1,703,76,100,256,endgame mate mateIn2 short,https://lichess.org/ycQ7nVZM#77,
00gsT,1r3rk1/p4pp1/4p2p/1Q2Pn2/1b1P4/4BN2/q4PPP/2R2RK1 w - - 1 19,c1a1 a2a1 f1a1 b8b5,1401,74,91,4760,crushing middlegame short,https://lichess.org/Uwrjbb82#37,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations
00gtb,3q2k1/1Q3p1p/1p4p1/pP1pP3/P1r5/7P/6P1/3R2K1 w - - 0 31,d1d5 c4c1 g1h2 d8g5 b7b8 g8g7 e5e6 g5d5,1469,197,-100,8,crushing endgame veryLong,https://lichess.org/EYvcgkvd#61,
00gyK,5rk1/5pp1/3p3p/4p1N1/8/PR6/1p3PPP/6K1 w - - 0 33,g5e4 f8c8 g2g3 c8c1,1751,74,94,905,crushing endgame quietMove short,https://lichess.org/LK8qER3u#65,
00h5T,1r2r1k1/3p1pb1/p2q2pp/1p3P2/3p4/P6Q/BPP3PP/4RRK1 b - - 0 23,g6g5 e1e8 b8e8 f5f6,1796,77,74,75,crushing kingsideAttack master middlegame short,https://lichess.org/EzIYa6oA/black#46,
00h7S,8/p1N3pp/5k2/2PB2b1/1P4b1/P6r/6K1/4R3 b - - 0 31,h3d3 c7e8 f6g6 d5e4,1689,98,83,19,crushing endgame short,https://lichess.org/3HiYfIf1/black#62,
00h8X,r4r1k/pp1q1pb1/2npbn1p/2p1p3/4P3/1BPP1Q2/PP3P1N/RNB2KR1 b - - 9 17,e6b3 c1h6 g7h6 f3f6 h8h7 h2g4 d7e6 a2b3 e6f6 g4f6,2478,86,80,94,advantage deflection exposedKing fork middlegame veryLong,https://lichess.org/8ji7Sjgz/black#34,Sicilian_Defense Sicilian_Defense_Hyperaccelerated_Dragon
00h8Z,5k2/p1R4R/1p4p1/3r3q/3P4/2P2rQp/PP5K/8 b - - 4 36,f3g3 c7c8 d5d8 c8d8,1500,77,79,127,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/UAWACryx/black#72,
00h95,7k/Q1p3p1/5p1p/3q4/3Pr3/4P3/P4P1P/1R4K1 w - - 2 26,a7c5 e4g4 g1f1 d5h1 f1e2 h1b1,1745,76,83,63,crushing endgame long skewer,https://lichess.org/awh9vUFg#51,
00hJY,3R4/5p1k/p5pp/6q1/1P4P1/P3rP1P/2Q5/6K1 w - - 0 35,d8d7 g5f4 c2f2 e3f3 f2f3 f4f3,2430,76,99,106,crushing endgame long,https://lichess.org/Qq8MVHpO#69,
00hNY,8/p7/1p3k2/8/n1K1P3/3N4/P7/8 b - - 0 44,a4c5 d3c5 b6c5 c4d5,2270,84,81,146,crushing endgame knightEndgame short,https://lichess.org/MGfDzlcO/black#88,
00hSW,2R5/4b1pk/1r5p/2pPN3/1p2P3/3P4/4K1PP/8 w - - 1 39,e5d7 b4b3 d5d6 e7d6 d7b6 b3b2 b6c4 b2b1q,1772,75,94,7855,advancedPawn advantage endgame master promotion sacrifice veryLong,https://lichess.org/56G5UTGb#77,
00hSr,r4rk1/5p2/1q2pnRP/p2p4/1ppP4/2P1P3/PPQN1P2/2K4R b - - 0 21,f7g6 c2g6 g8h8 g6g7,1008,78,94,5696,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/FSHLYhgq/black#42,
00hUl,2kr4/1pq2p2/p3p1p1/2b1n2p/Q1P2B2/7P/P3BPP1/1R4K1 b - - 1 24,c5d6 c4c5 c7c6 a4c6,1786,75,92,770,crushing middlegame queensideAttack short,https://lichess.org/YyZRpbZ3/black#48,
00hYk,8/8/1n4p1/4kp1p/7P/1B2KPP1/8/8 b - - 0 54,b6d5 b3d5 e5d5 e3f4,1129,76,94,4047,crushing endgame short,https://lichess.org/rWJb7AjE/black#108,
00hbV,8/pk1r1bR1/1p6/8/2P2N2/1P6/1K6/8 b - - 21 60,f7e6 f4e6 d7g7 e6g7,977,77,99,535,crushing endgame hangingPiece short,https://lichess.org/DL4VBFov/black#120,
00hsd,5k2/p4p2/1p6/3p1R2/7Q/P2Pr1KP/6P1/6q1 w - - 3 40,f5f3 g1e1 g3g4 e1h4 g4h4 e3f3,1641,80,77,62,crushing endgame long,https://lichess.org/vU9uQUNU#79,
00huB,3r2k1/ppp1bppp/2n5/8/4P1b1/1P3N2/PBP1P1PP/2K2B1R w - - 2 16,h2h3 g4f3 e2f3 e7g5 c1b1 d8d1,1406,76,78,214,crushing long middlegame,https://lichess.org/r7cF2rXM#31,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation
00hxr,r4rk1/pp3ppp/4p3/3pB1qB/Q1p5/2PbP3/PP1N1P1P/R3K2R w KQ - 0 15,e5g7 g5h5 a4d1 h5d1 a1d1 g8g7,1630,74,93,1092,advantage hangingPiece long middlegame,https://lichess.org/4QIugid6#29,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
00i7t,4r2k/p4r1p/2pp1Q2/2p5/3b1P2/3P2R1/PqPB2PP/4RK2 b - - 0 21,d4f6 e1e8 f7f8 e8f8,906,86,94,133,hangingPiece kingsideAttack mate mateIn2 middlegame short,https://lichess.org/fBWee6U4/black#42,
00iAF,7k/pQ4p1/2p4p/4r3/3r1p1n/6N1/PP2R1PP/6K1 b - - 0 30,f4g3 b7b8 h8h7 b8e5,1544,92,60,32,crushing endgame fork short,https://lichess.org/r62eqxQB/black#60,
00iLe,r1b1r1k1/pp1n1pb1/3p1q1p/2pP2p1/2P1B3/4PNB1/PPQ2PPP/2KR3R w - - 1 15,h2h4 e8e4 h4g5 h6g5,1687,78,87,58,crushing middlegame short,https://lichess.org/fBB50Rwf#29,Torre_Attack Torre_Attack_Fianchetto_Defense
00iQC,1k1r1b1r/4q3/QBpp4/4p3/4P2p/5p2/P5PP/4R1K1 b - - 0 28,d8d7 e1b1 d7b7 b6a7 b8c8 a6c6 e7c7 c6e8,1983,75,91,988,crushing discoveredAttack exposedKing middlegame queensideAttack quietMove veryLong,https://lichess.org/Yg1J59NW/black#56,
00iQD,8/8/8/3K2kp/8/2P1P3/8/8 w - - 0 50,c3c4 h5h4 d5e4 g5g4 c4c5 h4h3 e4e5 h3h2 c5c6 h2h1q,1623,75,95,7735,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/dDMWuoiZ#99,
00igM,1k6/1p4R1/2p2p1P/8/2r5/p6K/8/8 b - - 0 39,c4e4 h6h7,1343,78,82,88,advancedPawn crushing endgame oneMove rookEndgame,https://lichess.org/HEu1qD1v/black#78,
00ioV,6k1/5Rp1/p6p/1p2P3/1qp1pNQ1/2n1P3/5KPP/3r4 b - - 0 31,g8f7 g4e6 f7f8 f4g6,1722,77,95,12025,endgame mate mateIn2 short,https://lichess.org/IIOYa9Ac/black#62,
00ir2,8/6kp/p2P2b1/2p5/2P5/P5P1/1rPR1K2/8 b - - 0 40,b2c2 d2c2 g6c2 d6d7,1364,78,76,89,advancedPawn crushing endgame short,https://lichess.org/9dmwAePJ/black#80,
00irz,8/2r1ppk1/8/3P2pP/1Kp1Pp2/1bR5/4BP2/8 w - - 8 40,e2c4 c7c4 c3c4 b3c4 b4c4 f7f6,2737,88,94,239,crushing defensiveMove endgame long,https://lichess.org/H4eT5TpG#79,
00isY,rnbqkb1r/ppp3pp/5n2/3P1p2/4pB2/2N5/PP3PPP/R2QKBNR b KQkq - 0 7,f8b4 d1a4 c7c6 a4b4,1567,74,95,10879,crushing fork master opening short,https://lichess.org/1q2x0Fv6/black#14,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Other_variations
00itj,8/1pB5/3P2k1/3r2p1/8/4PK1P/7P/8 b - - 2 42,g6f5 e3e4 f5e6 e4d5,897,100,86,46,crushing endgame fork short,https://lichess.org/LAGoAAgQ/black#84,
00ivI,2r2rk1/1p2b1p1/p2p1n1p/P2qpQ2/8/2P1BP2/1P1N2PP/3R1RK1 b - - 0 21,d5a5 f5e6 g8h7 e6e7,1443,78,93,14293,advantage fork middlegame short,https://lichess.org/wdThMmrO/black#42,
00iyx,2kr1b1r/pp3ppp/2p1pq2/6B1/2P3Q1/7P/P4PP1/1R3RK1 b - - 3 19,f6g6 g5d8 g6g4 h3g4,1057,75,98,2464,advantage middlegame short,https://lichess.org/vut9HU3T/black#38,Scandinavian_Defense Scandinavian_Defense_Main_Line
00j1r,8/2rkb3/1p6/6P1/5q2/3R4/Q1P1K3/8 b - - 4 37,d7c6 a2d5,1083,75,96,360,dovetailMate endgame mate mateIn1 oneMove,https://lichess.org/2Nj3D5mV/black#74,
00j3i,5rk1/R5p1/5q1p/8/3p4/1P4Q1/P3rPPP/5RK1 w - - 2 38,g3g4 f6f2 f1f2 e2e1 f2f1 e1f1,1660,75,99,937,endgame long mate mateIn3 sacrifice,https://lichess.org/InWtDWaB#75,
00j9Q,rnb2r1k/2q2p1p/p2p1bp1/1p2pN2/4P1QN/3B3R/PPP2PPP/R5K1 b - - 1 19,g6f5 h4f5 c8f5 g4f5,2075,77,92,3044,advantage middlegame short,https://lichess.org/SalKpiT9/black#38,Sicilian_Defense Sicilian_Defense_Kan_Variation
00jHX,6k1/2b3pn/1p5p/2p1N1n1/8/P1BP2PP/2b1NP1K/5B2 w - - 3 37,e2f4 c7e5 c3e5 g5f3 h2g2 f3e5,1332,74,96,15871,advantage fork long middlegame,https://lichess.org/SvujXQY8#73,
00jIG,8/2p5/2B2k2/pp6/2bP1K2/P1P5/1P5p/8 w - - 0 47,c6e4 f6e6 f4g3 c4d5 g3h2 d5e4,2262,75,53,134,bishopEndgame crushing endgame long,https://lichess.org/810w8Q0F#93,
00jNk,7r/2Q2pb1/3ppk1p/5Bp1/3P4/1N2P1P1/Pr2qPP1/R5KR w - - 6 29,c7d6 e2f2 g1h2 f2g2,1048,77,93,2774,fork mate mateIn2 middlegame short,https://lichess.org/aOJ6ffu5#57,
00jPH,1k1r3r/1b1p1p2/p3p3/1p2Pn2/3n2Np/P1Q5/1P3PPP/1B2NRK1 w - - 2 26,b1f5 d4e2 g1h1 e2c3,1341,75,93,6626,advantage fork middlegame short,https://lichess.org/01iokLOA#51,
00jPw,r3r1k1/ppp2p2/1b5Q/3PP2n/2B3bq/2N5/PP4PP/R4R1K w - - 1 18,f1f7 h5g3,1061,79,95,732,mate mateIn1 middlegame oneMove pin,https://lichess.org/rMGqxihy#35,Italian_Game Italian_Game_Classical_Variation
00jXD,3r2k1/p4pp1/1bN2q1p/8/Q3p3/P3P2P/5PP1/2R3K1 b - - 5 31,d8c8 c6e7 f6e7 c1c8,927,90,79,285,crushing discoveredAttack endgame short,https://lichess.org/JvQRcqwH/black#62,
00jgd,5Q2/8/8/8/pn6/k6r/8/2K5 w - - 2 83,f8d6 h3c3 c1d2 c3d3 d6d3 b4d3,1802,74,93,487,crushing endgame exposedKing fork long,https://lichess.org/8DDrygoE#165,
00jmi,r3k2r/pp2bpp1/2pqnnp1/3pN1B1/3P2PP/2N5/PPP1QP2/2K1R2R b kq - 2 15,e6g5 h4g5 h8h1 e1h1,1344,110,26,21,advantage middlegame short,https://lichess.org/9QAXaeaN/black#30,French_Defense French_Defense_Knight_Variation
00jxj,2kr4/2p3pp/1pP1p2q/pr6/4RP2/Q4P2/PB1p1K1P/3R4 w - - 3 29,f2g2 b5h5,2003,77,55,86,crushing middlegame oneMove,https://lichess.org/8ImwhPxu#57,
00k4u,r2b2r1/p2P1p2/1pNQ1p1k/6qp/5R2/P2B3P/1P3PP1/6K1 w - - 2 28,c6d8 g5g2,871,130,81,46,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/wDp8QswW#55,
00k6k,r2q1rk1/p1p1bpp1/2p1bn1p/8/2Pp3B/1PNBPP2/P5PP/R2Q1RK1 w - - 0 14,e3d4 d8d4 h4f2 d4c3,1030,76,84,194,advantage fork opening short,https://lichess.org/JsKisVgT#27,English_Opening English_Opening_Kings_English_Variation
00kCm,2r3k1/3n1pp1/pq2r1p1/2p5/3b4/BP5P/P2N1PP1/R1Q1R1K1 w - - 0 23,a3b2 e6e1 c1e1 d4b2 d2c4 b6f6 c4b2 f6b2,1808,73,93,5785,advantage middlegame veryLong,https://lichess.org/gGz3J9oc#45,
00kDo,8/5ppk/6qp/P1p1p3/2B4Q/1P2PbP1/5P1P/6K1 w - - 1 37,a5a6 g6b1 c4f1 f3e2 h4h3 e2a6,1877,75,86,680,advantage endgame long pin,https://lichess.org/dYy9DNqE#73,
00kF8,1k6/1p6/8/4r1n1/6P1/6QP/PPPK4/4r3 w - - 9 42,h3h4 g5e4 d2e1 e4g3,1077,83,93,2218,advantage discoveredAttack endgame fork short,https://lichess.org/BRKJV5qW#83,
00kHM,3r1rk1/pp2npp1/1q2b2p/3p4/4n3/PBP2N1P/1P1N1PP1/R2Q1RK1 w - - 4 16,d2e4 d5e4 f3d4 d8d4,2040,77,92,243,crushing middlegame short,https://lichess.org/com04Zfp#31,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack
00kQE,1rb3k1/p5pp/1p6/3R4/2B1p3/8/PP3rPP/1K5R b - - 1 26,g8h8 d5d8 f2f8 d8f8,544,94,89,763,backRankMate endgame mate mateIn2 short,https://lichess.org/X9v1Mn91/black#52,
00kRi,2r1kb1r/p1q2ppp/2p1p3/3pPbP1/Q2P3P/2R2P2/PP1N4/R1B1K3 w Qk - 3 20,c3c6 c7c6 a4c6 c8c6,733,101,81,343,crushing middlegame short,https://lichess.org/KE2mWPfP#39,
00kT1,r2q1rk1/pb2bpp1/2p1p3/4P3/2nP3p/P1PQBN1P/2B2PP1/R4RK1 b - - 5 18,c4e3 d3h7,971,76,64,97,mate mateIn1 middlegame oneMove,https://lichess.org/KBx6qbtc/black#36,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations
00kXF,6rr/p1k1qp2/Ppn1p3/3pP1b1/QP1n1NNp/3P3P/3B2PK/1R2R3 b - - 2 32,c7b8 b4b5 g5f4 d2f4 g8g4 h3g4,1785,75,95,850,crushing long middlegame,https://lichess.org/y2IIeAMQ/black#64,
00kZF,r3r3/1p1n2pk/2p1pq1p/2P5/1p2R3/P2Q1N1P/5PP1/R5K1 b - - 1 24,f6a1 e4e1 h7h8 e1a1,1277,75,93,1712,crushing discoveredAttack middlegame short,https://lichess.org/7skMhb04/black#48,
00kbs,3r4/pp4pk/2pR2pp/2P5/5nr1/5R2/PPB2P1K/8 b - - 6 34,d8e8 f3f4 g4f4 c2g6 h7g8 g6e8,1561,81,78,60,advantage deflection endgame fork long,https://lichess.org/AZ4bw2mL/black#68,
00km1,1R3rk1/p2q1ppp/3bpn2/3p4/Q2P4/2N3P1/P3PP1P/2B2RK1 b - - 0 17,d7a4 b8f8 g8f8 c3a4,1412,75,77,596,crushing intermezzo middlegame short,https://lichess.org/W2y2Akcv/black#34,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
00l1z,8/8/2p5/7R/2B4P/KP2knp1/P1P5/8 w - - 0 45,h5g5 f3g5 h4g5 g3g2,1209,77,91,349,advancedPawn advantage endgame master short,https://lichess.org/rxdwGjw0#89,
00l68,3k2Q1/q7/3pB1p1/2pP1p2/2P2P2/rp2PK1P/8/8 b - - 2 37,d8c7 g8c8 c7b6 c8c6 b6a5 c6b5,1477,76,97,6353,endgame long mate mateIn3,https://lichess.org/jJLdwY9R/black#74,
00lG8,1r2b1k1/5ppp/1r2p3/2Q5/p3P3/5P2/P1P3PP/2KR4 w - - 5 26,d1d8 b6b1 c1d2 b8d8,1260,76,73,190,advantage endgame short,https://lichess.org/5GuRg1Gx#51,
00lHu,8/p7/6P1/4p3/R4pK1/1r2k2P/8/8 b - - 0 47,f4f3 g6g7 b3b8 a4a3,1764,75,96,2860,advancedPawn crushing endgame rookEndgame short,https://lichess.org/kX9fNCdN/black#94,
00lIV,r2qr1k1/pb2bppp/2p2n2/3pN1B1/2P5/4P3/PPQ2PPP/3RKB1R w K - 3 13,f1e2 e7b4 e1f1 e8e5,1749,75,94,1484,crushing discoveredAttack middlegame short,https://lichess.org/6IHxFPRp#25,Queens_Gambit_Declined Queens_Gambit_Declined_Normal_Defense
00lJm,5r1k/ppp1nBp1/3pN3/7p/3P3P/2P2RK1/PP3QP1/1q5r b - - 6 26,f8f7 f3f7 b1d3 f2f3,2271,80,90,1625,advantage hangingPiece middlegame short,https://lichess.org/iXsE09XZ/black#52,
00lPH,5r1k/ppp3pp/1bp2rq1/4B3/Q1BP4/2P4b/PP1N2PK/4R2R w - - 0 21,e5g3 h3g2 h1f1 g2f1,2106,88,63,26,crushing middlegame short,https://lichess.org/IO95HyLK#41,
00ldC,3r1r2/pp3pk1/2p1pRp1/6Qp/2P5/P7/1q4PP/5R1K b - - 1 31,d8d2 f6g6 f7g6 g5e7 g7h6 e7f8 b2g7 f8f4 h6h7 f4d2,1828,74,91,168,advantage clearance deflection endgame fork sacrifice veryLong,https://lichess.org/xdFXCpYF/black#62,
00lhJ,3q3k/3n4/3PQ2p/p3P1r1/P1P4b/2N1p2P/1r6/R5RK b - - 1 32,d7e5 e6h6 h8g8 h6h4 b2h2 h1h2 e5f3 h2h1 f3h4 g1g5,2459,80,84,177,crushing fork middlegame veryLong,https://lichess.org/kllp2DcO/black#64,
00liA,8/3K4/2r5/6k1/6p1/6Pp/3R3P/8 b - - 2 54,c6a6 d2d5 g5g6 d5d6 a6d6 d7d6 g6f6 d6d5 f6f5 d5d4,924,93,53,32,crushing defensiveMove endgame rookEndgame veryLong,https://lichess.org/s4AcDFcp/black#108,
00luO,2r2rk1/p4pp1/1p2p2p/4N3/q2P2PP/P7/1PnQ1P2/1K1R2R1 w - - 1 26,g4g5 a4b3 g1g3 c2a3 b1a1 a3c2,2196,77,84,80,crushing long master middlegame pin queensideAttack,https://lichess.org/O9HXyn6b#51,
